,Unnamed: 0,Star,Comment,adtext
6684,6684,0,相对于 妇联真心差了不少,相怼于 妇联zhen心差>了不少
6685,6685,0,剧情不知所谓 片子又长 早饭没吃跑去看 看完差点把自己饿死,狙情埠知所谓 <片子又长 <早饭没$吃跑去看 <看完cha点把自己饿死
6687,6687,0,真的要睡了,真的要目垂了
6688,6688,0,超级英雄大杂烩,chao级英雄大杂烩
6689,6689,0,打 吐槽 打 吐槽 打 吐槽 这个片子就结束了 炒鸡鹰熊电影果然都是伟 喂 大的电影 字幕烂 但还不至于糟烂 大概因为提前有心理准备吧,打| 口土cao 打| 口土cao 打| 口土cao 这个片子就*结束-乛亅 炒%鸡鹰熊电影果然都是伟 喂 大的电影 字幕烂- 但!还*不至于糟烂- 大概因<为提前有心理准备吧
6693,6693,0,我们可以随意插手别国战争因为我们是超级英雄 三星都是给老贾的,窝亻门可以随意插手别國战争-因为窝亻门是晁级英雄 三星都是给老贾的
6694,6694,0,不咋地,不咋地
6695,6695,0,队长与钢铁侠就别打情骂俏了 快上去干,怼长与钢铁|侠就别打情ma俏了 快⺊一去干
6696,6696,0,强忍着困意没有睡过去,强忍着kun意没有目垂过去
6699,6699,0,一般般般般般,一般般般般般
6701,6701,0,小节奏还可以 大节奏一般般 演技一般 特效还好 感情戏简直脑洞大开 看到快银绯红就想到龙妈和她哥 如今双生兄妹都这么有CP感吗,小节奏还可以 大节奏一般般 演技一般 特效还好 感情戏简直脑洞大开 看到-快&银绯#红$就%想%到-龙%妈+和$她!哥| 如^今双生兄妹都这么有CP感吗
6703,6703,0,即使是飞奔赶场子一样没衔接强迫推进剧情 虽说也没啥剧情好讲 也还是剪了个多小时出来 累死了像被鞭子抽了一顿 妈的赶牲口呢,即#使|是飞/ben赶畅子一样没衔接強辶白升进剧情 sui讠兑也没啥剧情好讲 也还是剪了个多小时出来 累死了像被鞭子抽了一顿 妈的赶牲口呢
6705,6705,0,亮点就是钢铁侠大战浩克,亮点就是钢铁侠da战毫克
6706,6706,0,不是漫威迷没看过与之相关的剧集电影看这电影真的是折磨,bu是漫威迷没看过与之相关的剧集电影看这电影真的是折磨^
6708,6708,0,for hiddleston 听说里面司令不会参演 我想我可能不会电影院去看吧 最后还是和同事一起去电影院看了一般吧,f-o%r hiddle-s=to%n 听说里面司令|不会参#演% 我想我可能不会电影院去看吧 最后还是和同事一起去电影院看了一般吧
6711,6711,0,花式制造建筑垃圾大法,花式制造建筑la击大法
6712,6712,0,睡着了,睡着了
6713,6713,0,太乱了,太乱了
6714,6714,0,死忠粉也说不出好看 东西太多太赶笑点也没功夫笑 全片最屎的就是绿寡的感情戏和鹰眼的老婆孩子热炕头 寡妇原来一个强大女性 变成了挑逗博士和被救美的花瓶 鹰眼那边就是个笑话 想到全员浴血时 这位脑子里想的是自己老婆的三胎我整个都不好了 我铁人锅也是背大了 连老贾都没了是什么鬼啊,sizhong粉^也说不出好看 东西太duo太赶笑点也没功夫<笑 全片最屎的就是绿寡的感情戏和鹰眼的老婆孩子热炕头 寡妇原来一个强大女性 变成<了&挑^逗%博!士^和被/救#美+的花^瓶- 鹰眼那=边=就是个笑话# 想#到%全员*浴血%时 这位脑子里想#的是自己老婆的三胎我整个都不好了& 我铁人锅也是背大了& 连老贾都没了&是什么鬼啊
6715,6715,0,一星期前看的 久久不愿写评价 差点睡着在影院里 开头激烈中间平淡 无亮点,一星^期前!看的 久久bu愿写评价 cha点目垂着在影院里 开头激烈中间平淡 无亮^点
6717,6717,0,说实话 有可能是那个d眼镜太晕了 全程我睡着了次 黑寡妇和绿巨人的感情毫无铺垫也毫无必要 所有的剧情和新人物性格都很肤浅 人物太多时常太短 还是建议漫威多拍点电视剧好好讲故事 光靠宇宙设定和帅哥美女撑场子真心没劲,shuo世話 有可neng是na个/d*眼+jing太暈了 quan程-挝目垂着*了次! 黑寡妇和绿巨人的感情毫无铺垫也毫无必要 所有的剧情和新人物性格都很肤浅 人物太多时常太短 还是建议漫威多拍点电视剧好好讲*故^事 光靠宇宙设定和帅哥美女撑场子真心没劲
6719,6719,0,也不能要求太多了,也bu能要求太多了
6721,6721,0,钢铁侠大战绿巨人那段比较带感,钢铁侠搭战绿ju人那段比较dai感
6722,6722,0,金刚狼挺好看 美国队长挺好看 雷神也不错 凑到一起真的看不动了呢,金刚狼挺好kan 美国队长挺好kan 雷神也不措 凑到一起真的-kan不动=了<呢#
6723,6723,0,中间睡了一分钟 其他还好 两个吸血鬼一样的超能人好炫酷,中间睡$了-一分钅中 其他还好 椋个吸血鬼-一样的超neng人好炫酷
6727,6727,0,美国队长好帅,美国队长好则
6728,6728,0,最近已经对好莱坞彻底免疫了 影片期间睡了两三次,最jin已经dui好莱坞彻底免疫了 影片期间shui了两+三>次
6731,6731,0,特效看得很爽,特效看得很shuang
6732,6732,0,瞌睡,瞌睡
6735,6735,0,铁人 中勾引钢铁侠 妇联 中勾引鹰眼 美队 中勾引美国队长 在 妇联 中终于 跟绿巨人表白了 黑寡妇就一个明显不够用的 所以要加入一个女成员么,铁人 中勾引钢铁侠 妇联 中勾引鹰眼 美队 中勾引美国队长 在 妇联 中终于 跟绿巨人表$白@了 黑+寡^妇就#一^个|明^显!不%够|用的 所以要加入一^个|女成员么
6742,6742,0,期待太多所以,期迨太多所以
6743,6743,0,绿巨人实力依然宇宙第一 和钢铁侠对打那段观赏性最佳 红巫的动作戏实在中二中二太中二了 全片硬塞的满满当当 可看起来还是让人犯困 漫威药丸,绿阝人实力酏然宇宙低一 和钢钅失侠对打那段观赏性醉什 红巫的=动作戏实在中二*中二*太#中二*了= 全|片>硬塞的=满满当/当/ 可看起来还是让人犯困 漫威药丸
6746,6746,0,th time with shadow,th time with shadow
6748,6748,0,除了开始的分钟和最后的分钟的打斗 其他时间看的我昏昏欲睡 人物太多 每个人都蜻蜓点水一下 完全没有深度 跑得快死掉的时候完全无感 打斗特效过得去 可天空中的城市是特效费用完了吗全是近景 一部狗尾续貂的骗钱作品 以后不会再看了,chu了开始的分钅zhong和最后的分钅zhong的打斗 其他时间看的我昏昏欲睡 人物太多 每个人都蜻蜓点水一下 完全没有深度 跑得>快$死&掉=的时候^完全无^感> 打斗特^效$过^得>去% 可*天!空#zhong的城/市是!特^效$费用完了吗全是!近景 一部狗尾续貂的骗钱作品 以后不会再看了
6749,6749,0,信息量太大 我看不懂,信息量太da 我侃不懂
6750,6750,0,乱七八糟 不知所云,luan七八米曹 不知所云
6751,6751,0,我已经不太记得了呵呵呵,我已经下太记得了hehehe
6752,6752,0,最近看的最无聊的电影 不知道文戏在讲什么 然后就是一直打,zui近看的zui无&缭的电影 不知道文戏在+讲<抨么 然后就是一直打
6754,6754,0,太难看,太难看
6756,6756,0,第一次的午夜場就這樣獻給了婦聯 劇情一般 看的首映IMAX效果還是不錯的 _,di一次的午夜場就這樣獻給了婦聯 劇情一般 看的首映<IMAX效果還+是^不^錯@的 _
6757,6757,0,太乱了,太乱了
6758,6758,0,剧情就是渣 也就打得热闹,ju情就是炸 也就打得热闹
6759,6759,0,肉色偏少,肉se偏少
6763,6763,0,斯嘉丽身材依然棒棒噠 pp好翘好乖 彩蛋果然出现了丑娃预言的灭霸和颗戒指 多半还有下一部,si嘉丽身材依然木奉木奉噠 pp女子翘女子guai cai蛋^果$然出+现了#丑娃预言的灭霸和颗戒指 多半还有下一部
6764,6764,0,喝喝喝,喝喝喝
6765,6765,0,妈蛋 对于漫威电影 都是看完就忘 因为剧情太平庸都是看特效而已,ma蛋 对于漫威电影 都是看完就忘 因为剧情太平庸<都是看特效而已
6766,6766,0,对付想灭绝人类的机器人奥创,对讨想灭诀人类的机器人奥!创
6767,6767,0,全程手撕机,quan程手撕机
6769,6769,0,奥创是个垃圾敌人 光看视觉效果还是可以的,奥创是个la圾&敌人 光kan视觉xiao果还是可以的
6770,6770,0,好一般,好一般
6771,6771,0,人工智能问题 有点恐怖,人工zhineng问题 有点恐怖
6774,6774,0,黑寡妇和绿巨人的主线感情根本不搭 简直浪费时间 红银双胞胎各一分 特效一分 三分足以,黑寡妇和绿巨人的主线橄qing根$本不打 简直浪费|时间 红银双胞胎各一分 特效一分 三分足以
6779,6779,0,昏昏欲睡,昏昏欲睡
6781,6781,0,一部看过跟没看过一样的电影 从电影院出来的时候 感觉自己真他妈矫情 跟个城市小白领一样看这种片子,一部$看辶寸跟没看辶寸一样的电景彡 cong电景彡yuan出%来%的时<候% 感觉自己真他妈矫情 跟个城市小白领一样看这种片子
6782,6782,0,反派也太逊了吧,反派也tai逊了吧
6783,6783,0,略厌,略厌
6784,6784,0,如此的无聊剧情令我越发想念洛基,如此的wu耳卯剧情令我走戉发想念洛基
6785,6785,0,去CA的飞机上看的 看一会儿睡一会儿睡一会儿看一会儿 拜了个拜,去CA的飞机上看的 看一会儿|shui一会儿|shui一会儿|看一会儿| 拜^了个拜^
6786,6786,0,such a disappointment,s+u>ch a d@is+appointment
6787,6787,0,失望,失望
6788,6788,0,堪比韩剧的节奏 中途接了俩电话发了N条短信都没有影响我理解剧情 或者说这剧情压根不用理解 恶寒有三点 hulk和寡姐门被脑子夹了的感情线 受猩红女巫影响众英雄的内心恐惧与创伤 女巫与快银这么快就叛变大丈夫 结尾新复仇者成员简直是 丑 好吧我承认我是更爱插男啦 还有Bucky,kan筚韩剧的節𡗗天 口丨途接了俩电话发了N条簖信都没有影响我理解剧情 或者说这剧情压根不用理解 恶寒有三点 hulk和寡姐门被脑子夹了的感情线 受猩红女巫*影响众$英!雄&的内%心%恐!惧>与&创$伤< 女巫*与&快<银$这么|快<就*叛/变+大+丈夫@ 结尾新复仇者成员简直是 丑 好吧我承认我是更爱插男啦 还有Bucky
6789,6789,0,As爆米花电影不够爽 你国影院和观众为何永远不肯让人看到最后,As爆米花电ying不狗shuang +你国yingyuan和观众为何永远不肯让+人看到最后
6791,6791,0,把那么多的漫画英雄人物穿在一起大概只好生搬硬套了,抽那么多的漫画英雄人物穿在一起大概只好sheng搬ying套<了&
6795,6795,0,迟迟才看的片子 符合话少大场面的直男标准,迟迟才看的片子 fuhe话少沓场面的直男标准
6796,6796,0,silly boring,silly bo%ring
6797,6797,0,周四晚的影院很空 很好,周囗儿晚的影院很空 很女子
6799,6799,0,BAM BAM BAM BAM HAHAHAHA,BAM BAM BAM BAM HAHAHAHA
6800,6800,0,中国翻译没把笑点翻译出来 快闪还嗝屁了,zhong国^翻&译没把笑点翻&译出来 快内还嗝屁了
6801,6801,0,奇装异服天团拆迁全世界,汽装异服天团拆迁全shi界
6803,6803,0,喜欢快银和红女巫,xihuan快银和红女巫
6806,6806,0,剧情上欠缺了点,ju情上欠缺了点
6807,6807,0,漫威入坑 无功无过的一部吧,漫威入keng 无&功无&过的一部吧<
6809,6809,0,DX晃死我了,DX晃si我了
6811,6811,0,非漫威粉丝估计都要累死了 这么搭对没把自己玩死就不错了 这种几乎只能靠动作场面来实现剧情推动和保持观众注意的方式真的不讨巧 更何况最后的压轴大战还拍成了 变形金刚 不过这个版本的奥创还真就是詹姆斯 斯派德 成了影史最有性格的机器人反派 无可替代,非漫威粉丝估计都要累死了 这么搭对没把自己玩死就不错了 这种几乎只能靠动作场面来实现剧情推动和保持观众注意+的方式+真*的不讨>巧< 更/何/况@最=后#的压/轴<大%战<还-拍@成<了 变|形<金=刚= 不过*这个*版本的奥创还-真*就是詹姆斯 斯派德 成<了影史最=有性格的机器人反派 无可替代
6816,6816,0,一边看一边玩手机 看的我好想离场,一辶力看一辶力玩手机 看的我好$想离场>
6817,6817,0,给撸撸和寡姐甜的想死 嗷嗷嗷嗷嗷,给撸撸和寡女且tian的想死 嗷嗷嗷嗷嗷
6824,6824,0,又一部较失望的电影 经过百无聊赖枯燥的两个小时 结尾的彩蛋终于让我激动了一番 过渡之作 剧情没什么新意 听说黑寡妇和绿巨人的戏删了一番 天啊 可以想象如果不删是什么折磨 那么问题来了 他们是什么时候好上的,you一bujiao丿夫望@的靛嬴 经/过百无liao赖$枯燥的两%个^小&时 结/尾的彩蛋终于让我激动了一番 过渡之作 剧情没什么新意 听说黑寡妇和绿巨人的戏删了一番 天啊 可以想象如!果不删是什么折磨 那么问题来了 他们是什么时候好上的
6825,6825,0,废话多 还有奥特曼,fei話多 还有奥特曼
6827,6827,0,美版绞肉机 享受了一把包场的感觉,mei版绞肉机 xiang受了一把包场的gan觉
6828,6828,0,我主要是看妮妮去了 萌萌哒,我主要是看妮妮去了 mengmeng哒
6829,6829,0,专注边观影边吐槽的我,专注邊观ying邊吐槽的我
6834,6834,0,牛逼的特效 混乱的故事,牛逼的特效 hun乱的故事
6836,6836,0,锤哥萌萌的 超级英雄实在太多 有点乱,锤可可mengmeng的 走召级英雄实在太多 有>点乱
6840,6840,0,有人又来毁灭世界啦 英雄又拯救世界啦 剧终,有*人又来>毁灭世^界啦 英雄又拯救世^界啦 剧zhong
6843,6843,0,失望,失望
6846,6846,0,没有洛基的妇联令人失望,没有洛基的妇联令人丿夫望
6849,6849,0,复联只能用四个字形容 乱七八糟 剧情闪烁 对话跳跃 看着看着就会想 尼玛还有多久完结 尼玛怎么又冒出来一个人物 整部电影颜色也脏兮兮 像扑满灰尘 超级英雄看着都老了 尤其是钢铁侠和鹰眼 最美是新出场的猩红女巫 大眼睛深邃似有千言万语 但能力也太逆天了,复联只#能用四个字形-容 luan㇀乚八糟! ju情闪烁 对=话*跳=跃 看着看着就会想 尼玛还有多久完结 尼玛怎么又冒出来一个人物 整部电影颜<色也脏兮兮 像扑满灰尘 超级英雄#看着都+老+了+ 尤$其%是>钢@铁*侠*和@鹰&眼^ 最美>是>新出场的猩红女巫 大眼^睛深邃似有千言万语 但能力也太逆天了+
6850,6850,0,真心无聊,真心wu聊
6853,6853,0,别骂卖拷贝了 你看了半天所谓的 大片 不就是为了一个duang嘛,别吅马卖考贝了 ni龵目了半掭所谓的 大#片 不就是为*了一个duang嘛
6854,6854,0,就看到大石块崩塌和大肌肉,舅看到大石块&崩塌和大肌肉
6855,6855,0,人物太多 然后就乱了 原本成员互动也不太多 不好看 反派好弱,人物太多 然后京尤挛了 原本成员互动也bu太多 bu好看 反派好弱%
6859,6859,0,只记得接近结尾有片树林挺美的 阳光投射过的样子 那是哪儿呢,只记彳㝵接近结尾有片树林ting美<的 阳光|扌殳射过的样子 那>是哪儿呢
